id,artifact_id,group_id,version,signature,method
com.razorpay+customui,com.razorpay,customui,3.9.11,Landroid.accounts.AccountManager;->getAccounts,[Lcom/razorpay/BaseUtils; getAccounts (Landroid/content/Context;)Ljava/lang/String;]
com.razorpay+customui,com.razorpay,customui,3.9.5,Landroid.accounts.AccountManager;->getAccounts,[Lcom/razorpay/BaseUtils; getAccounts (Landroid/content/Context;)Ljava/lang/String;]
com.razorpay+customui,com.razorpay,customui,3.9.6,Landroid.accounts.AccountManager;->getAccounts,[Lcom/razorpay/BaseUtils; getAccounts (Landroid/content/Context;)Ljava/lang/String;]
com.razorpay+customui,com.razorpay,customui,3.9.9,Landroid.accounts.AccountManager;->getAccounts,[Lcom/razorpay/BaseUtils; getAccounts (Landroid/content/Context;)Ljava/lang/String;]
com.shiftconnects.android.auth+auth-manager,com.shiftconnects.android.auth,auth-manager,1.0.3,Landroid.accounts.AccountManager;->getAccounts,"[Lcom/shiftconnects/android/auth/AuthTokenCallback; getAuthTokenFromAccountManager (Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)Ljava/lang/String;, Lcom/shiftconnects/android/auth/AuthenticationManager; getSingleAccountForType (Ljava/lang/String;)Landroid/accounts/Account;, Lcom/shiftconnects/android/auth/AuthenticationManager; getAccountByNameForType (Ljava/lang/String; Ljava/lang/String;)Landroid/accounts/Account;]"
com.shiftconnects.android.auth+auth-manager,com.shiftconnects.android.auth,auth-manager,1.0.3,Landroid.accounts.AccountManager;->getAccountsByType,"[Lcom/shiftconnects/android/auth/AuthTokenCallback; getAuthTokenFromAccountManager (Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)Ljava/lang/String;, Lcom/shiftconnects/android/auth/AuthenticationManager; getSingleAccountForType (Ljava/lang/String;)Landroid/accounts/Account;, Lcom/shiftconnects/android/auth/AuthenticationManager; getAccountByNameForType (Ljava/lang/String; Ljava/lang/String;)Landroid/accounts/Account;]"
com.shipit.android+shipitmobi,com.shipit.android,shipitmobi,1.0.0,Landroid.accounts.AccountManager;->getAccounts,"[Lcom/shipit/android/shipitDocker; shipit_cfgUserMail (Landroid/content/Context;)Ljava/lang/String;, Lcom/shipit/android/shipitDocker; shipit_cfgUserName (Landroid/content/Context;)Ljava/lang/String;]"
com.shipit.android+shipitmobi,com.shipit.android,shipitmobi,1.0.0,Landroid.accounts.AccountManager;->getAccountsByType,"[Lcom/shipit/android/shipitDocker; shipit_cfgUserMail (Landroid/content/Context;)Ljava/lang/String;, Lcom/shipit/android/shipitDocker; shipit_cfgUserName (Landroid/content/Context;)Ljava/lang/String;]"
com.smartmeapp.com.smartmeapp.monitor+monitor,com.smartmeapp.com.smartmeapp.monitor,monitor,1.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.com.smartmeapp.monitor+monitor,com.smartmeapp.com.smartmeapp.monitor,monitor,1.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.monitor+monitor,com.smartmeapp.monitor,monitor,0.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.monitor+monitor,com.smartmeapp.monitor,monitor,0.1,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.monitor+monitor,com.smartmeapp.monitor,monitor,1.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.monitor+monitor,com.smartmeapp.monitor,monitor,1.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.monitor+monitor,com.smartmeapp.monitor,monitor,SNAPSHOT-0.0.8,Landroid.accounts.AccountManager;->getAccounts,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.monitor+monitor,com.smartmeapp.monitor,monitor,SNAPSHOT-0.0.8,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.monitor+monitor,com.smartmeapp.monitor,monitor,SNAPSHOT-0.0.9,Landroid.accounts.AccountManager;->getAccounts,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.smartmeapp.monitor+monitor,com.smartmeapp.monitor,monitor,SNAPSHOT-0.0.9,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/smartmeapp/monitor/SmartmeMonitor; gettingInfoUser ()V]
com.sss+framework,com.sss,framework,1.0.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/sss/framework/Utils/DeviceUtils; getGoogleAccounts (Landroid/content/Context;)[Ljava/lang/String;]
com.sss+framework,com.sss,framework,1.0.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/sss/framework/Utils/DeviceUtils; getGoogleAccounts (Landroid/content/Context;)[Ljava/lang/String;]
com.sunmi+oauth,com.sunmi,oauth,1.0.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/sunmi/oauth/activity/OAuthActivity; onCreate (Landroid/os/Bundle;)V]
com.sunmi+oauth,com.sunmi,oauth,1.0.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/sunmi/oauth/activity/OAuthActivity; onCreate (Landroid/os/Bundle;)V]
com.sunmi+oauth,com.sunmi,oauth,1.0.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/sunmi/oauth/activity/OAuthActivity; onCreate (Landroid/os/Bundle;)V]
com.sunmi+oauth,com.sunmi,oauth,1.0.1,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/sunmi/oauth/activity/OAuthActivity; onCreate (Landroid/os/Bundle;)V]
com.sunmi+oauth,com.sunmi,oauth,1.0.2,Landroid.accounts.AccountManager;->getAccounts,[Lcom/sunmi/oauth/activity/OAuthActivity; onCreate (Landroid/os/Bundle;)V]
com.sunmi+oauth,com.sunmi,oauth,1.0.2,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/sunmi/oauth/activity/OAuthActivity; onCreate (Landroid/os/Bundle;)V]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.0.2,Landroid.accounts.AccountManager;->getAccounts,[Lcom/toast/android/dfp/util/AccountUtil; getGoogleAccount (Landroid/content/Context;)Ljava/lang/String;]
