id,artifact_id,group_id,version,permission,api,method
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.READ_PHONE_STATE'],Landroid/telephony/TelephonyManager; getSubscriberId ()Ljava/lang/String;,"[Lcom/yodo1/d/a/a/c/e; d (Landroid/content/Context;)Ljava/lang/String;, Lcom/kyview/util/AdViewUtil; getImsi (Landroid/content/Context;)Ljava/lang/String;, Lcom/baidu/mobads/utils/d; getSubscriberId (Landroid/content/Context;)Ljava/lang/String;, Lmobi/oneway/sdk/a/d; a (Lmobi/oneway/sdk/a/d$a;)Ljava/lang/String;, Lcom/mobvista/msdk/base/utils/CommonUtil; getPhoneImsi (Landroid/content/Context;)Ljava/lang/String;, Lcom/kyview/util/AdViewUtil; getImsi (Landroid/content/Context;)Ljava/lang/String;]"
com.yodo1+advert,com.yodo1,advert,1.0.6,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_PHONE_STATE']",Landroid/telephony/TelephonyManager; listen (Landroid/telephony/PhoneStateListener; I)V,"[Lcom/chartboost/sdk/CBImpressionActivity; onStart ()V, Lcom/chartboost/sdk/CBImpressionActivity; onStop ()V]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.READ_PHONE_STATE'],Landroid/telephony/TelephonyManager; getLine1Number ()Ljava/lang/String;,[Lcom/kyview/util/AdViewUtil; getCountryCode (Landroid/content/Context;)Ljava/lang/String;]
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.READ_PHONE_STATE'],Landroid/telephony/TelephonyManager; getDeviceId ()Ljava/lang/String;,"[Lcom/kyview/util/AdViewUtil; isLocateForeign (Landroid/content/Context;)Z, Lcom/kyview/util/AdViewUtil; getDeviceID (Landroid/content/Context;)Ljava/lang/String;, Lcom/kyview/util/AdViewUtil; getImei (Landroid/content/Context;)Ljava/lang/String;, Lmobi/oneway/sdk/a/d; a (Lmobi/oneway/sdk/a/d$a;)Ljava/lang/String;, Lcom/qq/e/comm/managers/status/DeviceStatus; getPlainDid ()Ljava/lang/String;, Lcom/mobvista/msdk/base/utils/CommonDeviceUtil; getIMEI (Landroid/content/Context;)Ljava/lang/String;, Lcom/yodo1/d/a/a/c/e; c (Landroid/content/Context;)Ljava/lang/String;, Lcom/kyview/util/AdViewUtil; isSimulator (Landroid/content/Context;)I]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.READ_PHONE_STATE'],Landroid/telephony/TelephonyManager; getSimSerialNumber ()Ljava/lang/String;,[Lmobi/oneway/sdk/a/d; a (Lmobi/oneway/sdk/a/d$a;)Ljava/lang/String;]
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; getScanResults ()Ljava/util/List;,"[Lcom/baidu/mobads/utils/o; getWIFI (Landroid/content/Context;)Ljava/util/List;, Lcom/baidu/mobads/utils/o; getWifiScans (Landroid/content/Context;)Lorg/json/JSONArray;, Lcom/baidu/mobads/h/a; a (I)Ljava/lang/String;]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; getConnectionInfo ()Landroid/net/wifi/WifiInfo;,"[Lcom/baidu/mobads/utils/o; getWifiConnected (Landroid/content/Context;)Ljava/lang/String;, Lmobi/oneway/sdk/a/d; a (Lmobi/oneway/sdk/a/d$b;)Ljava/lang/String;, Lcom/baidu/mobads/h/a; c ()Z, Lcom/baidu/mobads/production/b/c; g ()Ljava/lang/String;, Lcom/mobvista/msdk/base/utils/CommonDeviceUtil; getMacAddress (Landroid/content/Context;)Ljava/lang/String;, Lcom/kyview/util/AdViewUtil; getIDByMAC (Landroid/content/Context;)Ljava/lang/String;, Lcom/baidu/mobads/utils/o; getMacAddress (Landroid/content/Context;)Ljava/lang/String;, Lcom/yodo1/d/a/a/c/b; a (Landroid/content/Context;)Ljava/lang/String;, Lcom/baidu/mobads/production/b/c; f ()I, Lcom/baidu/mobads/utils/o; getIp (Landroid/content/Context;)Ljava/lang/String;, Lcom/baidu/mobads/production/b/c; h ()Ljava/lang/String;]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; isWifiEnabled ()Z,"[Lcom/baidu/mobads/utils/o; getWifiScans (Landroid/content/Context;)Lorg/json/JSONArray;, Lcom/baidu/mobads/utils/o; getWIFI (Landroid/content/Context;)Ljava/util/List;]"
com.yodo1+advert,com.yodo1,advert,1.0.6,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; getLastKnownLocation (Ljava/lang/String;)Landroid/location/Location;,"[Lcom/baidu/mobads/utils/o; getGPS (Landroid/content/Context;)[D, Lcom/yodo1/c/a; b (Landroid/content/Context;)V, Lcom/mobvista/msdk/base/utils/a; b ()Landroid/location/Location;, Lcom/qq/e/comm/managers/status/DeviceStatus; a ()V, Lcom/mobvista/msdk/base/utils/a; b ()Landroid/location/Location;, Lcom/yodo1/c/a; b (Landroid/content/Context;)V, Lcom/kyview/util/AdViewUtil; isLocateForeign (Landroid/content/Context;)Z]"
com.yodo1+advert,com.yodo1,advert,1.0.6,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; getBestProvider (Landroid/location/Criteria; Z)Ljava/lang/String;,"[Lcom/qq/e/comm/managers/status/DeviceStatus; a ()V, Lcom/kyview/util/AdViewUtil; isLocateForeign (Landroid/content/Context;)Z]"
com.yodo1+advert,com.yodo1,advert,1.0.6,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; isProviderEnabled (Ljava/lang/String;)Z,[Lcom/kyview/util/AdViewUtil; isLocateForeign (Landroid/content/Context;)Z]
com.yodo1+advert,com.yodo1,advert,1.0.6,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; requestLocationUpdates (Ljava/lang/String; J F Landroid/location/LocationListener;)V,[Lcom/qq/e/comm/managers/status/DeviceStatus; a ()V]
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/widget/VideoView; pause ()V,"[Lmobi/oneway/sdk/views/VideoPlayerView; pause ()V, Lcom/uniplay/adsdk/video/TrackingVideoView; pause ()V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/widget/VideoView; resume ()V,[Lcom/uniplay/adsdk/video/TrackingVideoView; resume ()V]
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/widget/VideoView; start ()V,[Lcom/uniplay/adsdk/video/TrackingVideoView; start ()V]
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/widget/VideoView; stopPlayback ()V,[Lcom/uniplay/adsdk/video/TrackingVideoView; stopPlayback ()V]
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,"[Lcom/mintegral/msdk/video/js/b/k; b (Ljava/lang/String;)V, Lcom/mintegral/msdk/video/js/b/k; b (Ljava/lang/String;)V, Lcom/bytedance/sdk/openadsdk/core/video/b/a; a (I)V, Lcom/bytedance/sdk/openadsdk/core/video/nativevideo/f; a (I)V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; unregisterReceiver (Landroid/content/BroadcastReceiver;)V,[Lcom/yodo1/advert/c/a; onDestroy (Landroid/app/Activity;)V]
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; release ()V,"[Lcom/mintegral/msdk/playercommon/d; p ()V, Lcom/mintegral/msdk/playercommon/b; f ()V, Lcom/mintegral/msdk/playercommon/d$6; run ()V, Lcom/applovin/a/b/n; onDestroy ()V, Lcom/bytedance/sdk/openadsdk/core/video/c/b; k ()V, Lcom/mintegral/msdk/playercommon/b; a (Ljava/lang/String; Landroid/view/View; Lcom/mintegral/msdk/playercommon/c;)Z]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; pause ()V,"[Lcom/mintegral/msdk/playercommon/b; b ()V, Lcom/mintegral/msdk/playercommon/d; a ()V, Lcom/applovin/a/b/q; pause ()V, Lcom/bytedance/sdk/openadsdk/core/video/c/b; h ()V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; start ()V,"[Lcom/mintegral/msdk/playercommon/d; a (Landroid/view/Surface;)V, Lcom/bytedance/sdk/openadsdk/core/video/c/b; f ()V, Lcom/mintegral/msdk/playercommon/b$5; onSeekComplete (Landroid/media/MediaPlayer;)V, Lcom/mintegral/msdk/playercommon/b$8; onSeekComplete (Landroid/media/MediaPlayer;)V, Lcom/mintegral/msdk/playercommon/b; b (I)V, Lcom/mintegral/msdk/playercommon/b; d ()V, Lcom/mintegral/msdk/playercommon/b$6; onSeekComplete (Landroid/media/MediaPlayer;)V, Lcom/mintegral/msdk/playercommon/d$8; onSeekComplete (Landroid/media/MediaPlayer;)V, Lcom/applovin/a/b/q; start ()V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; stop ()V,"[Lcom/mintegral/msdk/playercommon/d; b ()V, Lcom/mintegral/msdk/playercommon/d; p ()V, Lcom/mintegral/msdk/playercommon/b; c ()V, Lcom/bytedance/sdk/openadsdk/core/video/c/b; g ()V, Lcom/applovin/a/b/q; stopPlayback ()V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; setWakeMode (Landroid/content/Context; I)V,[Lcom/bytedance/sdk/openadsdk/core/video/c/b; a (Landroid/content/Context; I)V]
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; reset ()V,"[Lcom/bytedance/sdk/openadsdk/core/video/c/b; l ()V, Lcom/mintegral/msdk/playercommon/b; a (Ljava/lang/String; Landroid/view/View; Lcom/mintegral/msdk/playercommon/c;)Z, Lcom/mintegral/msdk/playercommon/b; e ()V, Lcom/mintegral/msdk/playercommon/b; a (Ljava/lang/String; Landroid/view/View; Lcom/mintegral/msdk/playercommon/c;)Z]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,"[Lcom/mintegral/msdk/mtgdownload/e; b (Landroid/content/Context;)Z, Lcom/mintegral/msdk/base/utils/d; o (Landroid/content/Context;)I, Lcom/mintegral/msdk/videocommon/download/NetStateOnReceive; onReceive (Landroid/content/Context; Landroid/content/Intent;)V, Lcom/mintegral/msdk/base/common/net/h; a ()V, Lcom/uniplay/adsdk/utils/NetworkUtil; isConnected ()Z, Lcom/qq/e/comm/managers/status/DeviceStatus; getDataNet ()Ljava/lang/String;, Lcom/ss/android/socialbase/downloader/i/b; a (Landroid/content/Context;)Z, Lcom/mintegral/msdk/base/utils/m; a (Landroid/content/Context;)Z, Lcom/liulishuo/okdownload/core/c; a (Landroid/net/ConnectivityManager;)Z, Lcom/applovin/a/d/f/e; a (Landroid/content/Context;)Landroid/net/NetworkInfo;, Lcom/yodo1/e/a/i; c (Landroid/content/Context;)I, Lcom/ss/android/socialbase/downloader/notification/DownloadNotificationService$1; run ()V, Lio/presage/helper/a; a (Landroid/content/Context;)Landroid/net/NetworkInfo;, Lmobi/oneway/sdk/utils/c; b ()Landroid/net/NetworkInfo;, Lio/presage/bn; a (Landroid/content/Context;)Landroid/net/NetworkInfo;, Lcom/yodo1/e/a/i; a (Landroid/content/Context;)Z, Lcom/mintegral/msdk/base/common/net/h; b ()Z, Lio/presage/receiver/b; onReceive (Landroid/content/Context; Landroid/content/Intent;)V, Lcom/liulishuo/okdownload/core/c; b (Landroid/net/ConnectivityManager;)Z, Lcom/uniplay/adsdk/DeviceInfo; getNetWorkState (Landroid/content/Context;)I, Lcom/mintegral/msdk/videocommon/download/a; c (Lcom/mintegral/msdk/videocommon/download/a; Ljava/lang/String;)V, Lcom/yodo1/e/a/i; b (Landroid/content/Context;)I, Lcom/yodo1/e/a/j; b (Landroid/content/Context;)Ljava/lang/String;, Lcom/mintegral/msdk/videocommon/download/a; c (Lcom/mintegral/msdk/videocommon/download/a; Ljava/lang/String;)V, Lcom/mintegral/msdk/base/utils/m; b (Landroid/content/Context;)Z, Lmobi/oneway/sdk/common/f/v; d ()Lmobi/oneway/sdk/common/f/v$e;, Lcom/bytedance/sdk/openadsdk/f/q; c (Landroid/content/Context;)I, Lcom/mintegral/msdk/base/utils/d$2; run ()V, Lcom/ss/sys/ces/b; a ()Z]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getAllNetworkInfo ()[Landroid/net/NetworkInfo;,"[Lcom/yodo1/b/h/i; a (Lcom/yodo1/b/h/i$a;)Z, Lcom/bytedance/sdk/openadsdk/f/q; a (Landroid/content/Context;)Z]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getNetworkInfo (I)Landroid/net/NetworkInfo;,"[Lcom/mintegral/msdk/mtgdownload/e; d (Landroid/content/Context;)[Ljava/lang/String;, Lcom/uniplay/adsdk/utils/NetworkUtil; isWifiConnected ()Z, Lcom/uniplay/adsdk/utils/NetworkUtil; isMobileConnected ()Z, Lcom/mintegral/msdk/mtgdownload/e; d (Landroid/content/Context;)[Ljava/lang/String;]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.READ_PHONE_STATE'],Landroid/telephony/TelephonyManager; getDeviceId ()Ljava/lang/String;,"[Lcom/uniplay/adsdk/Imei; getIMEI_Stand (Landroid/content/Context;)Ljava/lang/String;, Lcom/qq/e/comm/managers/status/DeviceStatus; getPlainDid ()Ljava/lang/String;, Lcom/uniplay/adsdk/Imei; getIMEI_SpreadDoubleSim (Landroid/content/Context; Ljava/util/HashSet;)V, Lcom/ss/sys/ces/a/a; a (Landroid/content/Context;)Ljava/lang/String;, Lmobi/oneway/sdk/common/f/l; a (Lmobi/oneway/sdk/common/f/l$a;)Ljava/lang/String;, Lcom/uniplay/adsdk/Imei; getIMEI_SpreadDoubleSim (Landroid/content/Context; Ljava/util/HashSet;)V, Lcom/yodo1/e/a/h; c (Landroid/content/Context;)Ljava/lang/String;, Lcom/uniplay/adsdk/Imei; getIMEI_MtkSecondDoubleSim (Landroid/content/Context; Ljava/util/HashSet;)V, Lcom/yodo1/e/a/j; c (Landroid/content/Context;)Ljava/lang/String;, Lcom/mintegral/msdk/optimize/SensitiveDataUtil; getIMEI (Landroid/content/Context;)Ljava/lang/String;, Lcom/uniplay/adsdk/Imei; getIMEI_MtkSecondDoubleSim (Landroid/content/Context; Ljava/util/HashSet;)V, Lcom/bytedance/sdk/openadsdk/core/h; l (Landroid/content/Context;)V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.READ_PHONE_STATE'],Landroid/telephony/TelephonyManager; getSubscriberId ()Ljava/lang/String;,"[Lcom/bytedance/sdk/openadsdk/core/h; l (Landroid/content/Context;)V, Lcom/ss/sys/ces/a/a; b (Landroid/content/Context;)Ljava/lang/String;, Lmobi/oneway/sdk/common/f/l; a (Lmobi/oneway/sdk/common/f/l$a;)Ljava/lang/String;, Lcom/uniplay/adsdk/DeviceInfo; initDeviceInfo (Landroid/content/Context;)V, Lcom/yodo1/e/a/j; d (Landroid/content/Context;)Ljava/lang/String;]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.ACCESS_FINE_LOCATION'],Landroid/telephony/TelephonyManager; getCellLocation ()Landroid/telephony/CellLocation;,"[Lcom/mintegral/msdk/base/utils/d; n ()I, Lcom/uniplay/adsdk/GeoInfo; initGeoInfo (Landroid/content/Context;)Z, Lcom/qq/e/comm/managers/status/DeviceStatus; getLacAndCeilId ()Ljava/util/Map;, Lcom/uniplay/adsdk/utils/GetIdUtil; getBaseStationInformation ()V, Lcom/qq/e/comm/managers/status/DeviceStatus; getLacAndCeilId ()Ljava/util/Map;]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.READ_PHONE_STATE'],Landroid/telephony/TelephonyManager; getSimSerialNumber ()Ljava/lang/String;,"[Lmobi/oneway/sdk/common/f/l; a (Lmobi/oneway/sdk/common/f/l$a;)Ljava/lang/String;, Lcom/uniplay/adsdk/DeviceInfo; initDeviceInfo (Landroid/content/Context;)V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.ACCESS_FINE_LOCATION'],Landroid/telephony/TelephonyManager; getNeighboringCellInfo ()Ljava/util/List;,"[Lcom/uniplay/adsdk/utils/GetIdUtil; getBaseStationInformation ()V, Lcom/uniplay/adsdk/GeoInfo; initGeoInfo (Landroid/content/Context;)Z]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; getConnectionInfo ()Landroid/net/wifi/WifiInfo;,"[Lcom/mintegral/msdk/optimize/SensitiveDataUtil; getMacAddress (Landroid/content/Context;)Ljava/lang/String;, Lcom/uniplay/adsdk/DeviceInfo; initDeviceInfo (Landroid/content/Context;)V, Lmobi/oneway/sdk/common/f/l; a (Lmobi/oneway/sdk/common/f/l$b;)Ljava/lang/String;, Lcom/bytedance/sdk/openadsdk/core/h; k (Landroid/content/Context;)V, Lcom/yodo1/e/a/h; a (Landroid/content/Context;)Ljava/lang/String;, Lcom/uniplay/adsdk/DeviceInfo; getDid (Landroid/content/Context;)Ljava/lang/String;, Lcom/ss/sys/ces/a/a; d (Landroid/content/Context;)Ljava/lang/String;, Lcom/ss/sys/ces/a/a; g (Landroid/content/Context;)Ljava/lang/String;, Lcom/uniplay/adsdk/DeviceInfo; getSsid (Landroid/content/Context;)Ljava/lang/String;]"
com.yodo1+advert,com.yodo1,advert,1.6.0,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; getLastKnownLocation (Ljava/lang/String;)Landroid/location/Location;,"[Lcom/mintegral/msdk/base/utils/h; c ()Landroid/location/Location;, Lcom/yodo1/c/a; b (Landroid/content/Context;)V, Lcom/moat/analytics/mobile/ogury/m; ॱॱ ()Landroid/location/Location;, Lcom/ss/sys/ces/a/a; i (Landroid/content/Context;)Ljava/lang/String;, Lcom/uniplay/adsdk/GeoInfo; getBestLocation (Landroid/location/LocationManager;)Landroid/location/Location;, Lcom/moat/analytics/mobile/ogury/m; ॱॱ ()Landroid/location/Location;, Lcom/uniplay/adsdk/GeoInfo; initGeoInfo (Landroid/content/Context;)Z, Lcom/yodo1/c/a; b (Landroid/content/Context;)V, Lcom/mintegral/msdk/base/utils/h; c ()Landroid/location/Location;, Lcom/moat/analytics/mobile/ogury/m; ॱॱ ()Landroid/location/Location;, Lcom/moat/analytics/mobile/ogury/m; ॱॱ ()Landroid/location/Location;, Lcom/qq/e/comm/managers/status/DeviceStatus; a ()V, Lcom/bytedance/sdk/openadsdk/f/b$a; a ()Landroid/location/Location;, Lcom/uniplay/adsdk/GeoInfo; getBestLocation (Landroid/location/LocationManager;)Landroid/location/Location;]"
com.yodo1+advert,com.yodo1,advert,1.6.0,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; isProviderEnabled (Ljava/lang/String;)Z,"[Lcom/moat/analytics/mobile/ogury/m; ˋॱ ()Z, Lcom/mintegral/msdk/base/utils/n; a ()V, Lcom/bytedance/sdk/openadsdk/f/b; b (Landroid/location/LocationManager;)Ljava/lang/String;, Lcom/moat/analytics/mobile/ogury/m; ˏॱ ()Z, Lcom/uniplay/adsdk/GeoInfo; isOPen (Landroid/content/Context;)Z, Lcom/bytedance/sdk/openadsdk/f/b; b (Landroid/location/LocationManager;)Ljava/lang/String;, Lcom/uniplay/adsdk/GeoInfo; isOPen (Landroid/content/Context;)Z, Lcom/bytedance/sdk/openadsdk/f/b; b (Landroid/location/LocationManager;)Ljava/lang/String;, Lcom/mintegral/msdk/base/utils/r; a ()V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; requestSingleUpdate (Ljava/lang/String; Landroid/location/LocationListener; Landroid/os/Looper;)V,[Lcom/bytedance/sdk/openadsdk/f/b; b (Landroid/content/Context; Landroid/location/LocationManager;)V]
com.yodo1+advert,com.yodo1,advert,1.6.0,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; requestLocationUpdates (Ljava/lang/String; J F Landroid/location/LocationListener;)V,"[Lcom/mintegral/msdk/base/utils/r; a ()V, Lcom/uniplay/adsdk/GeoInfo; initGeoInfo (Landroid/content/Context;)Z, Lcom/uniplay/adsdk/GeoInfo; initGeoInfo (Landroid/content/Context;)Z, Lcom/mintegral/msdk/base/utils/n; a ()V, Lcom/uniplay/adsdk/GeoInfo; initGeoInfo (Landroid/content/Context;)Z, Lcom/qq/e/comm/managers/status/DeviceStatus; a ()V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; requestLocationUpdates (Ljava/lang/String; J F Landroid/location/LocationListener; Landroid/os/Looper;)V,"[Lcom/moat/analytics/mobile/ogury/m; ʽ ()V, Lcom/moat/analytics/mobile/ogury/m; ʽ ()V]"
com.yodo1+advert,com.yodo1,advert,1.6.0,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; getProvider (Ljava/lang/String;)Landroid/location/LocationProvider;,"[Lcom/moat/analytics/mobile/ogury/m; ˏॱ ()Z, Lcom/moat/analytics/mobile/ogury/m; ˋॱ ()Z]"
com.yodo1+advert,com.yodo1,advert,1.6.0,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; getBestProvider (Landroid/location/Criteria; Z)Ljava/lang/String;,"[Lcom/qq/e/comm/managers/status/DeviceStatus; a ()V, Lcom/uniplay/adsdk/GeoInfo; initGeoInfo (Landroid/content/Context;)Z]"
com.yodo1+advert,com.yodo1,advert,1.6.0,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION']",Landroid/location/LocationManager; getProviders (Z)Ljava/util/List;,[Lcom/ss/sys/ces/a/a; i (Landroid/content/Context;)Ljava/lang/String;]
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.GET_TASKS'],Landroid/app/ActivityManager; getRunningTasks (I)Ljava/util/List;,"[Lcom/mintegral/msdk/base/controller/b$a; run ()V, Lcom/ss/android/crash/log/e; a (Landroid/content/Context; Ljava/lang/String;)Z, Lcom/ss/android/crash/log/f; d ()Ljava/lang/String;, Lcom/ss/sys/ces/a/a; j (Landroid/content/Context;)Ljava/util/ArrayList;, Lcom/bytedance/sdk/openadsdk/f/v; c (Landroid/content/Context; Ljava/lang/String;)Z]"
com.yodo1+advert,com.yodo1,advert,1.6.0,['android.permission.GET_ACCOUNTS'],Landroid/accounts/AccountManager; getAccounts ()[Landroid/accounts/Account;,[Lio/presage/finder/h; a ()Lio/presage/finder/IFinderResult;]
com.yodo1+advert,com.yodo1,advert,1.0.5,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,"[Lcom/chartboost/sdk/Libraries/CBUtility; b (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V, Lcom/chartboost/sdk/Libraries/CBUtility; a (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V, Lcom/ironsource/sdk/controller/ControllerActivity; setRequestedOrientation (I)V, Lcom/vungle/publisher/mg; a (I)V, Lcom/chartboost/sdk/Libraries/CBUtility; a (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V, Lcom/chartboost/sdk/impl/ax; r ()V, Lcom/chartboost/sdk/impl/ax; q ()V, Lcom/tapjoy/mraid/view/MraidView; setOrientationProperties (Z Ljava/lang/String;)V, Lcom/chartboost/sdk/Libraries/CBUtility; a (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V, Lcom/chartboost/sdk/Libraries/CBUtility; a (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V]"
com.yodo1+advert,com.yodo1,advert,1.0.5,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; unregisterReceiver (Landroid/content/BroadcastReceiver;)V,"[Lcom/yodo1/advert/interstitial/channel/AdvertAdaptersupersonic; onDestroy (Landroid/app/Activity;)V, Lcom/yodo1/advert/video/channel/AdvertAdaptersupersonic; onDestroy (Landroid/app/Activity;)V, Lcom/yodo1/advert/c/a; onDestroy (Landroid/app/Activity;)V]"
com.yodo1+advert,com.yodo1,advert,1.0.5,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; stop ()V,"[Lcom/adcolony/sdk/AdColonyInterstitialActivity; a (Lcom/adcolony/sdk/ad;)V, Lcom/facebook/ads/internal/view/c/c/b; c ()V, Lcom/adcolony/sdk/ba; a ()Z, Lcom/mobvista/msdk/playercommon/VideoNativePlayer; stop ()V, Lcom/mobvista/msdk/playercommon/VideoNativePlayer; setDataSource ()V, Lcom/adcolony/sdk/ay; d ()V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; stop ()V]"
com.yodo1+advert,com.yodo1,advert,1.0.5,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; release ()V,"[Lcom/mobvista/msdk/playercommon/VideoNativePlayer$6; run ()V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; releasePlayer ()V, Lcom/adcolony/sdk/ay; d ()V, Lcom/facebook/ads/internal/view/c/c/b; setup (Landroid/net/Uri;)V, Lcom/chartboost/sdk/impl/am; a (Z)V, Lcom/adcolony/sdk/AdColonyInterstitialActivity; a (Lcom/adcolony/sdk/ad;)V, Lcom/adcolony/sdk/ba; a ()Z, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; initMediaPlayer (Ljava/lang/String; Landroid/view/View; Lcom/mobvista/msdk/playercommon/VideoFeedsPlayerListener;)Z, Lcom/mobvista/msdk/playercommon/VideoNativePlayer; setDataSource ()V, Lcom/adcolony/sdk/ac; d (Lcom/adcolony/sdk/ad;)V, Lcom/chartboost/sdk/impl/al; a (Z)V, Lcom/facebook/ads/internal/view/c/c/b; c ()V]"
