id,artifact_id,group_id,version,permission,api,method
me.jessyan+art,me.jessyan,art,1.0.1,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,"[Lme/jessyan/art/utils/DeviceUtils; hasInternet (Landroid/content/Context;)Z, Lme/jessyan/art/utils/DeviceUtils; getNetworkType (Landroid/content/Context;)I]"
me.jessyan+art,me.jessyan,art,1.0.1,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getAllNetworkInfo ()[Landroid/net/NetworkInfo;,[Lme/jessyan/art/utils/DeviceUtils; isWifiOpen (Landroid/content/Context;)Z]
me.jessyan+art,me.jessyan,art,1.0.1,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getNetworkInfo (I)Landroid/net/NetworkInfo;,"[Lme/jessyan/art/utils/DeviceUtils; netIsConnected (Landroid/content/Context;)Z, Lme/jessyan/art/utils/DeviceUtils; netIsConnected (Landroid/content/Context;)Z]"
me.jessyan+art,me.jessyan,art,1.0.2,['android.permission.KILL_BACKGROUND_PROCESSES'],Landroid/app/ActivityManager; killBackgroundProcesses (Ljava/lang/String;)V,[Lme/jessyan/art/base/AppManager; AppExit ()V]
me.jessyan+art,me.jessyan,art,1.0.2,['android.permission.READ_PHONE_STATE'],Landroid/telephony/TelephonyManager; getDeviceId ()Ljava/lang/String;,[Lme/jessyan/art/utils/DeviceUtils; getIMEI (Landroid/content/Context;)Ljava/lang/String;]
me.jessyan+art,me.jessyan,art,1.0.2,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,"[Lme/jessyan/art/utils/DeviceUtils; getNetworkType (Landroid/content/Context;)I, Lme/jessyan/art/utils/DeviceUtils; hasInternet (Landroid/content/Context;)Z]"
me.jessyan+art,me.jessyan,art,1.0.2,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getAllNetworkInfo ()[Landroid/net/NetworkInfo;,[Lme/jessyan/art/utils/DeviceUtils; isWifiOpen (Landroid/content/Context;)Z]
me.jessyan+art,me.jessyan,art,1.0.2,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getNetworkInfo (I)Landroid/net/NetworkInfo;,"[Lme/jessyan/art/utils/DeviceUtils; netIsConnected (Landroid/content/Context;)Z, Lme/jessyan/art/utils/DeviceUtils; netIsConnected (Landroid/content/Context;)Z]"
io.glimr.geo+glimr-sdk-lite,io.glimr.geo,glimr-sdk-lite,3.2.4,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; getConnectionInfo ()Landroid/net/wifi/WifiInfo;,[Lio/glimr/sdk/network/GLRequestPayload; <init> (Landroid/content/Context;)V]
io.glimr.geo+glimr-sdk-lite,io.glimr.geo,glimr-sdk-lite,3.2.4,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getNetworkInfo (I)Landroid/net/NetworkInfo;,"[Lio/glimr/sdk/utils/GLSystemInformation; getConnectionType (Landroid/content/Context;)I, Lio/glimr/sdk/utils/GLSystemInformation; getConnectionType (Landroid/content/Context;)I]"
io.glimr.geo+glimr-sdk-lite,io.glimr.geo,glimr-sdk-lite,3.3.2,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; getConnectionInfo ()Landroid/net/wifi/WifiInfo;,[Lio/glimr/sdk/network/GLRequestPayload; <init> (Landroid/content/Context;)V]
io.glimr.geo+glimr-sdk-lite,io.glimr.geo,glimr-sdk-lite,3.3.2,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getNetworkInfo (I)Landroid/net/NetworkInfo;,"[Lio/glimr/sdk/utils/GLSystemInformation; getConnectionType (Landroid/content/Context;)I, Lio/glimr/sdk/utils/GLSystemInformation; getConnectionType (Landroid/content/Context;)I]"
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.4,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; isWifiEnabled ()Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.4,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; setWifiEnabled (Z)Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.4,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; addNetwork (Landroid/net/wifi/WifiConfiguration;)I,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.4,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; saveConfiguration ()Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.4,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; getConnectionInfo ()Landroid/net/wifi/WifiInfo;,"[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z, Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z, Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]"
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.4,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; disableNetwork (I)Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.4,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; disconnect ()Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.4,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; enableNetwork (I Z)Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.5,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; isWifiEnabled ()Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.5,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; setWifiEnabled (Z)Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.5,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; addNetwork (Landroid/net/wifi/WifiConfiguration;)I,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.5,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; saveConfiguration ()Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.5,['android.permission.ACCESS_WIFI_STATE'],Landroid/net/wifi/WifiManager; getConnectionInfo ()Landroid/net/wifi/WifiInfo;,"[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z, Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z, Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]"
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.5,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; disableNetwork (I)Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.5,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; disconnect ()Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
com.pranavpandey.android+dynamic-utils,com.pranavpandey.android,dynamic-utils,4.4.5,['android.permission.CHANGE_WIFI_STATE'],Landroid/net/wifi/WifiManager; enableNetwork (I Z)Z,[Lcom/pranavpandey/android/dynamic/util/DynamicDeviceUtils; connectWifi (Landroid/content/Context; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Z)Z]
org.rajawali3d+vuforia,org.rajawali3d,vuforia,1.1.970,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,[Lorg/rajawali3d/vuforia/VuforiaManager; initApplication ()V]
org.rajawali3d+vuforia,org.rajawali3d,vuforia,1.1.668,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,[Lorg/rajawali3d/vuforia/VuforiaManager; initApplication ()V]
org.rajawali3d+vuforia,org.rajawali3d,vuforia,1.1.610,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,[Lorg/rajawali3d/vuforia/VuforiaManager; initApplication ()V]
org.rajawali3d+vuforia,org.rajawali3d,vuforia,1.1.777,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,[Lorg/rajawali3d/vuforia/VuforiaManager; initApplication ()V]
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.2.1,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,"[Lcom/kidoz/sdk/api/general/utils/ScreenUtils; setScreenOrientation (Landroid/app/Activity; I)V, Lcom/kidoz/sdk/api/general/BaseDialog; openDialog ()V, Lcom/kidoz/sdk/api/general/BaseDialog; restoreUserOriginalOrientation ()V, Lcom/kidoz/sdk/api/ui_views/interstitial/KidozAdActivity; onDestroy ()V, Lcom/kidoz/sdk/api/ui_views/interstitial/KidozAdActivity; onCreate (Landroid/os/Bundle;)V, Lcom/kidoz/sdk/api/ui_views/html_view/HtmlViewWrapper$18; run ()V]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.2.1,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,"[Lcom/kidoz/sdk/api/server_connect/SdkAPIManager$4; run ()V, Lcom/squareup/imagelib/Dispatcher$NetworkBroadcastReceiver; onReceive (Landroid/content/Context; Landroid/content/Intent;)V, Lcom/squareup/imagelib/Dispatcher; g (Lcom/squareup/imagelib/BitmapHunter;)V, Lcom/kidoz/sdk/api/general/utils/Utils; getWifiOn (Landroid/content/Context;)Ljava/lang/String;]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.2.1,['android.permission.BROADCAST_STICKY'],Landroid/content/BroadcastReceiver$PendingResult; finish ()V,"[Lcom/kidoz/sdk/api/receivers/SdkReceiver$1; run ()V, Lcom/kidoz/sdk/api/receivers/SdkReceiver$1; run ()V, Lcom/kidoz/sdk/api/receivers/SdkReceiver$1; run ()V, Lcom/kidoz/sdk/api/receivers/SdkReceiver$1; run ()V]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.2.0,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,"[Lcom/kidoz/sdk/api/ui_views/interstitial/KidozAdActivity; onDestroy ()V, Lcom/kidoz/sdk/api/general/BaseDialog; restoreUserOriginalOrientation ()V, Lcom/kidoz/sdk/api/general/utils/ScreenUtils; setScreenOrientation (Landroid/app/Activity; I)V, Lcom/kidoz/sdk/api/general/BaseDialog; openDialog ()V, Lcom/kidoz/sdk/api/ui_views/html_view/HtmlViewWrapper$18; run ()V, Lcom/kidoz/sdk/api/ui_views/interstitial/KidozAdActivity; onCreate (Landroid/os/Bundle;)V]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.2.0,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,"[Lcom/kidoz/sdk/api/server_connect/SdkAPIManager$4; run ()V, Lcom/squareup/imagelib/Dispatcher; performRetry (Lcom/squareup/imagelib/BitmapHunter;)V, Lcom/kidoz/sdk/api/general/utils/Utils; getWifiOn (Landroid/content/Context;)Ljava/lang/String;, Lcom/squareup/imagelib/Dispatcher$NetworkBroadcastReceiver; onReceive (Landroid/content/Context; Landroid/content/Intent;)V]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.2.0,['android.permission.BROADCAST_STICKY'],Landroid/content/BroadcastReceiver$PendingResult; finish ()V,"[Lcom/kidoz/sdk/api/receivers/SdkReceiver$1; run ()V, Lcom/kidoz/sdk/api/receivers/SdkReceiver$1; run ()V, Lcom/kidoz/sdk/api/receivers/SdkReceiver$1; run ()V, Lcom/kidoz/sdk/api/receivers/SdkReceiver$1; run ()V]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.7.0,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,"[Lcom/kidoz/sdk/api/ui_views/html_view/c$i; run ()V, Lcom/kidoz/sdk/api/ui_views/interstitial/KidozAdActivity; onCreate (Landroid/os/Bundle;)V, Lcom/kidoz/sdk/api/general/a; b ()V, Lcom/kidoz/sdk/api/general/a; c ()V, Lcom/kidoz/sdk/api/ui_views/interstitial/KidozAdActivity; onDestroy ()V]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.7.0,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,"[Lcom/kidoz/imagelib/i$c; onReceive (Landroid/content/Context; Landroid/content/Intent;)V, Lcom/kidoz/sdk/api/general/utils/l; j (Landroid/content/Context;)Ljava/lang/String;, Lcom/kidoz/sdk/api/server_connect/f$c; run ()V, Lcom/kidoz/imagelib/i; g (Lcom/kidoz/imagelib/c;)V]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.7.1,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,"[Lcom/kidoz/sdk/api/general/a; c ()V, Lcom/kidoz/sdk/api/general/a; b ()V, Lcom/kidoz/sdk/api/ui_views/interstitial/KidozAdActivity; onDestroy ()V, Lcom/kidoz/sdk/api/ui_views/html_view/c$i; run ()V, Lcom/kidoz/sdk/api/ui_views/interstitial/KidozAdActivity; onCreate (Landroid/os/Bundle;)V]"
com.cleveradssolutions+kidoz,com.cleveradssolutions,kidoz,8.9.7.1,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,"[Lcom/kidoz/sdk/api/general/utils/l; j (Landroid/content/Context;)Ljava/lang/String;, Lcom/kidoz/imagelib/i$c; onReceive (Landroid/content/Context; Landroid/content/Intent;)V, Lcom/kidoz/sdk/api/server_connect/f$c; run ()V, Lcom/kidoz/imagelib/i; g (Lcom/kidoz/imagelib/c;)V]"
com.greedygame.sdkx+commons,com.greedygame.sdkx,commons,0.0.86,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,[Lcom/greedygame/commons/system/NetworkStatusObserver; isNetworkAvailable (Landroid/content/Context;)Z]
com.greedygame.sdkx+commons,com.greedygame.sdkx,commons,v-dev,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,[Lcom/greedygame/commons/system/NetworkStatusObserver; isNetworkAvailable (Landroid/content/Context;)Z]
com.devbinar.community+EasyReqLibrary,com.devbinar.community,EasyReqLibrary,0.14,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,[Lcom/devbinar/peticiones/EasyReqNet; internet_enabled (Landroid/content/Context;)Z]
com.devbinar.community+EasyReqLibrary,com.devbinar.community,EasyReqLibrary,0.13,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,[Lcom/devbinar/peticiones/EasyReqNet; internet_enabled (Landroid/content/Context;)Z]
com.devbinar.community+EasyReqLibrary,com.devbinar.community,EasyReqLibrary,0.10,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,[Lcom/devbinar/peticiones/EasyReqNet; internet_enabled (Landroid/content/Context;)Z]
com.devbinar.community+EasyReqLibrary,com.devbinar.community,EasyReqLibrary,0.11,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,[Lcom/devbinar/peticiones/EasyReqNet; internet_enabled (Landroid/content/Context;)Z]
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; onMenuItemSelected (I Landroid/view/MenuItem;)Z,[Lcom/baidu/mobads/AppActivity; onMenuItemSelected (I Landroid/view/MenuItem;)Z]
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; setRequestedOrientation (I)V,"[Lcom/chartboost/sdk/Libraries/CBUtility; a (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V, Lcom/chartboost/sdk/impl/ax; q ()V, Lcom/chartboost/sdk/Libraries/CBUtility; a (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V, Lcom/chartboost/sdk/impl/ax; r ()V, Lcom/chartboost/sdk/Libraries/CBUtility; a (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V, Lcom/chartboost/sdk/Libraries/CBUtility; a (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V, Lcom/chartboost/sdk/Libraries/CBUtility; b (Landroid/app/Activity; I Lcom/chartboost/sdk/Model/e;)V]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.BROADCAST_STICKY'],Landroid/app/Activity; unregisterReceiver (Landroid/content/BroadcastReceiver;)V,"[Lcom/yodo1/advert/interstitial/channel/AdvertAdaptersupersonic; onDestroy (Landroid/app/Activity;)V, Lcom/yodo1/advert/b/a; onDestroy (Landroid/app/Activity;)V, Lcom/yodo1/advert/video/channel/AdvertAdaptersupersonic; onDestroy (Landroid/app/Activity;)V]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; reset ()V,"[Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; initMediaPlayer (Ljava/lang/String; Landroid/view/View; Lcom/mobvista/msdk/playercommon/VideoFeedsPlayerListener;)Z, Lcom/chartboost/sdk/impl/al; a (Z)V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; setDataSource ()V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; initMediaPlayer (Ljava/lang/String; Landroid/view/View; Lcom/mobvista/msdk/playercommon/VideoFeedsPlayerListener;)Z, Lcom/chartboost/sdk/impl/am; a (Z)V]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; release ()V,"[Lcom/mobvista/msdk/playercommon/VideoNativePlayer$6; run ()V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; releasePlayer ()V, Lcom/mobvista/msdk/playercommon/VideoNativePlayer; setDataSource ()V, Lcom/chartboost/sdk/impl/am; a (Z)V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; initMediaPlayer (Ljava/lang/String; Landroid/view/View; Lcom/mobvista/msdk/playercommon/VideoFeedsPlayerListener;)Z, Lcom/chartboost/sdk/impl/al; a (Z)V]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; start ()V,"[Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer$7; onSeekComplete (Landroid/media/MediaPlayer;)V, Lcom/mobvista/msdk/playercommon/VideoNativePlayer; onPrepared (Landroid/media/MediaPlayer;)V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer$5; onSeekComplete (Landroid/media/MediaPlayer;)V, Lcom/chartboost/sdk/impl/al; a ()V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; start ()V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; start (I)V, Lcom/mobvista/msdk/playercommon/VideoNativePlayer$5; onSeekComplete (Landroid/media/MediaPlayer;)V, Lcom/chartboost/sdk/impl/am; a ()V, Lcom/mobvista/msdk/playercommon/VideoNativePlayer; start (I)V, Lcom/mobvista/msdk/playercommon/VideoNativePlayer; start ()V]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; pause ()V,"[Lcom/mobvista/msdk/playercommon/VideoNativePlayer; pause ()V, Lcom/chartboost/sdk/impl/al; b ()V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; pause ()V, Lcom/chartboost/sdk/impl/am; b ()V]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.WAKE_LOCK'],Landroid/media/MediaPlayer; stop ()V,"[Lcom/mobvista/msdk/playercommon/VideoNativePlayer; stop ()V, Lcom/mobvista/msdk/playercommon/VideoFeedsPlayer; stop ()V, Lcom/mobvista/msdk/playercommon/VideoNativePlayer; setDataSource ()V]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.WAKE_LOCK'],Landroid/widget/VideoView; pause ()V,[Lmobi/oneway/sdk/views/VideoPlayerView; pause ()V]
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getActiveNetworkInfo ()Landroid/net/NetworkInfo;,"[Lcom/yodo1/advert/b/a; b (Landroid/content/Context;)Z, Lcom/mobvista/msdk/base/common/net/CommonNetConnectManager; checkNetworkType ()V, Lcom/mobvista/msdk/videocommon/download/CampaignDownLoadTask; e ()V, Lcom/applovin/impl/sdk/af; a (Landroid/content/Context;)Landroid/net/NetworkInfo;, Lcom/mobvista/msdk/videocommon/download/CampaignDownLoadTask; e ()V, Lcom/baidu/mobads/utils/o; getNetworkType (Landroid/content/Context;)Ljava/lang/String;, Lcom/mobvista/msdk/base/utils/CommonDeviceUtil; getNetworkType (Landroid/content/Context;)I, Lmobi/oneway/sdk/device/b; g ()V, Lmobi/oneway/sdk/device/b$a; onReceive (Landroid/content/Context; Landroid/content/Intent;)V, Lcom/mobvista/msdk/base/common/net/CommonNetConnectManager; isNetworkConnected ()Z, Lcom/chartboost/sdk/impl/ac; d (Landroid/content/Context;)Ljava/lang/Integer;, Lmobi/oneway/sdk/a/d; r ()Z, Lcom/baidu/mobads/openad/b/e; run (Lcom/baidu/mobads/openad/interfaces/event/IOAdEvent;)V, Lcom/yodo1/d/a/a/c/e; b (Landroid/content/Context;)Ljava/lang/String;, Lcom/mobvista/msdk/videocommon/download/NetStateOnReceive; onReceive (Landroid/content/Context; Landroid/content/Intent;)V, Lcom/baidu/mobads/utils/o; a (Landroid/content/Context; I)Ljava/lang/Boolean;, Lcom/chartboost/sdk/impl/ac; a (Landroid/content/Context;)V, Lcom/baidu/mobads/production/b/c; e ()Z, Lcom/qq/e/comm/managers/status/DeviceStatus; getDataNet ()Ljava/lang/String;, Lcom/kyview/util/AdViewUtil; isConnectInternet (Landroid/content/Context;)Z, Lcom/mobvista/msdk/base/utils/CommonUtil; isWifiConnect (Landroid/content/Context;)Z, Lcom/baidu/mobads/utils/o; getNetworkCatagory (Landroid/content/Context;)I, Lcom/baidu/mobads/utils/o; isCurrentNetworkAvailable (Landroid/content/Context;)Z, Lcom/baidu/mobads/utils/o; getIp (Landroid/content/Context;)Ljava/lang/String;, Lcom/baidu/mobads/production/b/a; a (Landroid/content/Context;)I, Lmobi/oneway/sdk/a/d; u ()Z, Lcom/mobvista/msdk/base/utils/CommonUtil; isNetConnect (Landroid/content/Context;)Z, Lcom/kyview/util/AdViewUtil; getAduuNetworkType (Landroid/content/Context;)Ljava/lang/String;]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getNetworkInfo (I)Landroid/net/NetworkInfo;,"[Lcom/baidu/mobads/utils/o; getNetType (Landroid/content/Context;)Ljava/lang/String;, Lcom/baidu/mobads/utils/o; getNetType (Landroid/content/Context;)Ljava/lang/String;, Lcom/baidu/mobads/production/b/a; a (Landroid/content/Context;)I, Lcom/baidu/mobads/production/b/a; a (Landroid/content/Context;)I, Lcom/baidu/mobads/production/b/a; a (Landroid/content/Context;)I]"
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.ACCESS_NETWORK_STATE'],Landroid/net/ConnectivityManager; getAllNetworkInfo ()[Landroid/net/NetworkInfo;,[Lcom/yodo1/b/h/i; a (Lcom/yodo1/b/h/i$a;)Z]
com.yodo1+advert,com.yodo1,advert,1.0.6,['android.permission.ACCESS_FINE_LOCATION'],Landroid/telephony/TelephonyManager; getCellLocation ()Landroid/telephony/CellLocation;,"[Lcom/qq/e/comm/managers/status/DeviceStatus; getLacAndCeilId ()Ljava/util/Map;, Lcom/qq/e/comm/managers/status/DeviceStatus; getLacAndCeilId ()Ljava/util/Map;, Lcom/baidu/mobads/utils/o; getCell (Landroid/content/Context;)Ljava/util/List;, Lcom/baidu/mobads/h/a; a (I)Ljava/lang/String;]"
